"","primary_com_name","species_group"
"8475","White-eyed Starling","Starlings and Mynas"
"8476","Brown-winged Starling","Starlings and Mynas"
"8477","Makira Starling","Starlings and Mynas"
"8478","Rusty-winged Starling","Starlings and Mynas"
"8479","Striated Starling","Starlings and Mynas"
"8480","Pohnpei Starling","Starlings and Mynas"
"8481","Singing Starling","Starlings and Mynas"
"8482","Mountain Starling","Starlings and Mynas"
"8483","Asian Glossy Starling","Starlings and Mynas"
"8484","Moluccan Starling","Starlings and Mynas"
"8485","Short-tailed Starling","Starlings and Mynas"
"8486","Micronesian Starling","Starlings and Mynas"
"8487","Polynesian Starling","Starlings and Mynas"
"8488","Samoan Starling","Starlings and Mynas"
"8489","Kosrae Starling","Starlings and Mynas"
"8490","Rarotonga Starling","Starlings and Mynas"
"8491","Mysterious Starling","Starlings and Mynas"
"8492","Norfolk Starling","Starlings and Mynas"
"8493","Raiatea Starling","Starlings and Mynas"
"8494","Sulawesi Myna","Starlings and Mynas"
"8495","Helmeted Myna","Starlings and Mynas"
"8496","Long-crested Myna","Starlings and Mynas"
"8497","Apo Myna","Starlings and Mynas"
"8498","Coleto","Starlings and Mynas"
"8499","White-necked Myna","Starlings and Mynas"
"8500","Bare-eyed Myna","Starlings and Mynas"
"8501","Yellow-faced Myna","Starlings and Mynas"
"8502","Golden Myna","Starlings and Mynas"
"8503","Long-tailed Myna","Starlings and Mynas"
"8504","Golden-crested Myna","Starlings and Mynas"
"8505","Sri Lanka Myna","Starlings and Mynas"
"8506","Common Hill Myna","Starlings and Mynas"
"8507","Southern Hill Myna","Starlings and Mynas"
"8508","Enggano Myna","Starlings and Mynas"
"8509","Nias Myna","Starlings and Mynas"
"8510","European Starling","Starlings and Mynas"
"8511","Spotless Starling","Starlings and Mynas"
"8512","Wattled Starling","Starlings and Mynas"
"8513","Rosy Starling","Starlings and Mynas"
"8514","Daurian Starling","Starlings and Mynas"
"8515","Chestnut-cheeked Starling","Starlings and Mynas"
"8516","Black-collared Starling","Starlings and Mynas"
"8517","Asian Pied Starling","Starlings and Mynas"
"8518","White-faced Starling","Starlings and Mynas"
"8519","Bali Myna","Starlings and Mynas"
"8520","Rodrigues Starling","Starlings and Mynas"
"8521","Reunion Starling","Starlings and Mynas"
"8522","White-shouldered Starling","Starlings and Mynas"
"8523","Brahminy Starling","Starlings and Mynas"
"8524","Chestnut-tailed Starling","Starlings and Mynas"
"8525","Malabar Starling","Starlings and Mynas"
"8526","White-headed Starling","Starlings and Mynas"
"8527","Red-billed Starling","Starlings and Mynas"
"8528","White-cheeked Starling","Starlings and Mynas"
"8529","Common Myna","Starlings and Mynas"
"8530","Bank Myna","Starlings and Mynas"
"8531","Vinous-breasted Starling","Starlings and Mynas"
"8532","Black-winged Starling","Starlings and Mynas"
"8533","Jungle Myna","Starlings and Mynas"
"8534","Javan Myna","Starlings and Mynas"
"8535","Pale-bellied Myna","Starlings and Mynas"
"8536","Collared Myna","Starlings and Mynas"
"8537","Great Myna","Starlings and Mynas"
"8538","Crested Myna","Starlings and Mynas"
"8539","Madagascar Starling","Starlings and Mynas"
"8540","Violet-backed Starling","Starlings and Mynas"
"8541","Slender-billed Starling","Starlings and Mynas"
"8542","Pale-winged Starling","Starlings and Mynas"
"8543","Neumann's Starling","Starlings and Mynas"
"8544","Red-winged Starling","Starlings and Mynas"
"8545","Chestnut-winged Starling","Starlings and Mynas"
"8546","Waller's Starling","Starlings and Mynas"
"8547","Tristram's Starling","Starlings and Mynas"
"8548","White-billed Starling","Starlings and Mynas"
"8549","Bristle-crowned Starling","Starlings and Mynas"
"8550","Somali Starling","Starlings and Mynas"
"8551","Socotra Starling","Starlings and Mynas"
"8552","Spot-winged Starling","Starlings and Mynas"
"8553","Babbling Starling","Starlings and Mynas"
"8554","White-collared Starling","Starlings and Mynas"
"8555","Magpie Starling","Starlings and Mynas"
"8556","Sharpe's Starling","Starlings and Mynas"
"8557","Abbott's Starling","Starlings and Mynas"
"8558","Narrow-tailed Starling","Starlings and Mynas"
"8559","Stuhlmann's Starling","Starlings and Mynas"
"8560","Kenrick's Starling","Starlings and Mynas"
"8561","Black-bellied Starling","Starlings and Mynas"
"8562","Purple-headed Starling","Starlings and Mynas"
"8563","Copper-tailed Starling","Starlings and Mynas"
"8564","Hildebrandt's Starling","Starlings and Mynas"
"8565","Shelley's Starling","Starlings and Mynas"
"8566","Burchell's Starling","Starlings and Mynas"
"8567","Rüppell's Starling","Starlings and Mynas"
"8568","Long-tailed Glossy Starling","Starlings and Mynas"
"8569","Meves's Starling","Starlings and Mynas"
"8570","Ashy Starling","Starlings and Mynas"
"8571","Splendid Starling","Starlings and Mynas"
"8572","Principe Starling","Starlings and Mynas"
"8573","Golden-breasted Starling","Starlings and Mynas"
"8574","Superb Starling","Starlings and Mynas"
"8575","Chestnut-bellied Starling","Starlings and Mynas"
"8576","African Pied Starling","Starlings and Mynas"
"8577","White-crowned Starling","Starlings and Mynas"
"8578","Fischer's Starling","Starlings and Mynas"
"8579","Lesser Blue-eared Starling","Starlings and Mynas"
"8580","Sharp-tailed Starling","Starlings and Mynas"
"8581","Greater Blue-eared Starling","Starlings and Mynas"
"8582","Emerald Starling","Starlings and Mynas"
"8583","Purple Starling","Starlings and Mynas"
"8584","Cape Starling","Starlings and Mynas"
"8585","Bronze-tailed Starling","Starlings and Mynas"
"8586","Blue Mockingbird","Catbirds, Mockingbirds, and Thrashers"
"8587","Blue-and-white Mockingbird","Catbirds, Mockingbirds, and Thrashers"
"8588","Black Catbird","Catbirds, Mockingbirds, and Thrashers"
"8589","Gray Catbird","Catbirds, Mockingbirds, and Thrashers"
"8590","White-breasted Thrasher","Catbirds, Mockingbirds, and Thrashers"
"8591","Scaly-breasted Thrasher","Catbirds, Mockingbirds, and Thrashers"
"8592","Pearly-eyed Thrasher","Catbirds, Mockingbirds, and Thrashers"
"8593","Brown Trembler","Catbirds, Mockingbirds, and Thrashers"
"8594","Gray Trembler","Catbirds, Mockingbirds, and Thrashers"
"8595","Curve-billed Thrasher","Catbirds, Mockingbirds, and Thrashers"
"8596","Ocellated Thrasher","Catbirds, Mockingbirds, and Thrashers"
"8597","Brown Thrasher","Catbirds, Mockingbirds, and Thrashers"
"8598","Long-billed Thrasher","Catbirds, Mockingbirds, and Thrashers"
"8599","Cozumel Thrasher","Catbirds, Mockingbirds, and Thrashers"
"8600","Bendire's Thrasher","Catbirds, Mockingbirds, and Thrashers"
"8601","Gray Thrasher","Catbirds, Mockingbirds, and Thrashers"
"8602","California Thrasher","Catbirds, Mockingbirds, and Thrashers"
"8603","LeConte's Thrasher","Catbirds, Mockingbirds, and Thrashers"
"8604","Crissal Thrasher","Catbirds, Mockingbirds, and Thrashers"
"8605","Sage Thrasher","Catbirds, Mockingbirds, and Thrashers"
"8606","Chilean Mockingbird","Catbirds, Mockingbirds, and Thrashers"
"8607","Patagonian Mockingbird","Catbirds, Mockingbirds, and Thrashers"
"8608","Chalk-browed Mockingbird","Catbirds, Mockingbirds, and Thrashers"
"8609","White-banded Mockingbird","Catbirds, Mockingbirds, and Thrashers"
"8610","Brown-backed Mockingbird","Catbirds, Mockingbirds, and Thrashers"
"8611","Bahama Mockingbird","Catbirds, Mockingbirds, and Thrashers"
"8612","Galapagos Mockingbird","Catbirds, Mockingbirds, and Thrashers"
"8613","Floreana Mockingbird","Catbirds, Mockingbirds, and Thrashers"
"8614","Española Mockingbird","Catbirds, Mockingbirds, and Thrashers"
"8615","San Cristobal Mockingbird","Catbirds, Mockingbirds, and Thrashers"
"8616","Long-tailed Mockingbird","Catbirds, Mockingbirds, and Thrashers"
"8617","Socorro Mockingbird","Catbirds, Mockingbirds, and Thrashers"
"8618","Tropical Mockingbird","Catbirds, Mockingbirds, and Thrashers"
"8619","Northern Mockingbird","Catbirds, Mockingbirds, and Thrashers"
"8620","Grandala","Thrushes"
"8621","Eastern Bluebird","Thrushes"
"8622","Western Bluebird","Thrushes"
"8623","Mountain Bluebird","Thrushes"
"8624","Rufous Flycatcher-Thrush","Thrushes"
"8625","Finsch's Flycatcher-Thrush","Thrushes"
"8626","Red-tailed Ant-Thrush","Thrushes"
"8627","White-tailed Ant-Thrush","Thrushes"
"8628","Townsend's Solitaire","Thrushes"
"8629","Brown-backed Solitaire","Thrushes"
"8630","Cuban Solitaire","Thrushes"
"8631","Rufous-throated Solitaire","Thrushes"
"8632","Black-faced Solitaire","Thrushes"
"8633","Varied Solitaire","Thrushes"
"8634","Slate-colored Solitaire","Thrushes"
"8635","Andean Solitaire","Thrushes"
"8636","Kamao","Thrushes"
"8637","Amaui","Thrushes"
"8638","Olomao","Thrushes"
"8639","Omao","Thrushes"
"8640","Puaiohi","Thrushes"
"8641","Long-tailed Thrush","Thrushes"
"8642","Alpine Thrush","Thrushes"
"8643","Himalayan Thrush","Thrushes"
"8644","Sichuan Thrush","Thrushes"
"8645","Geomalia","Thrushes"
"8646","Dark-sided Thrush","Thrushes"
"8647","Long-billed Thrush","Thrushes"
"8648","Everett's Thrush","Thrushes"
"8649","Sunda Thrush","Thrushes"
"8650","White's Thrush","Thrushes"
"8651","Scaly Thrush","Thrushes"
"8652","Amami Thrush","Thrushes"
"8653","Nilgiri Thrush","Thrushes"
"8654","Sri Lanka Thrush","Thrushes"
"8655","Bonin Thrush","Thrushes"
"8656","Makira Thrush","Thrushes"
"8657","Guadalcanal Thrush","Thrushes"
"8658","Bassian Thrush","Thrushes"
"8659","New Britain Thrush","Thrushes"
"8660","Bougainville Thrush","Thrushes"
"8661","Russet-tailed Thrush","Thrushes"
"8662","Fawn-breasted Thrush","Thrushes"
"8663","Sulawesi Thrush","Thrushes"
"8664","Fruit-hunter","Thrushes"
"8665","Purple Cochoa","Thrushes"
"8666","Green Cochoa","Thrushes"
"8667","Sumatran Cochoa","Thrushes"
"8668","Javan Cochoa","Thrushes"
"8669","Varied Thrush","Thrushes"
"8670","Black-billed Nightingale-Thrush","Thrushes"
"8671","Orange-billed Nightingale-Thrush","Thrushes"
"8672","Slaty-backed Nightingale-Thrush","Thrushes"
"8673","Russet Nightingale-Thrush","Thrushes"
"8674","Ruddy-capped Nightingale-Thrush","Thrushes"
"8675","Black-headed Nightingale-Thrush","Thrushes"
"8676","Yellow-throated Nightingale-Thrush","Thrushes"
"8677","Speckled Nightingale-Thrush","Thrushes"
"8678","Veery","Thrushes"
"8679","Gray-cheeked Thrush","Thrushes"
"8680","Bicknell's Thrush","Thrushes"
"8681","Swainson's Thrush","Thrushes"
"8682","Hermit Thrush","Thrushes"
"8683","Wood Thrush","Thrushes"
"8684","Black Solitaire","Thrushes"
"8685","White-eared Solitaire","Thrushes"
"8686","Rufous-brown Solitaire","Thrushes"
"8687","Aztec Thrush","Thrushes"
"8688","Siberian Thrush","Thrushes"
"8689","Pied Thrush","Thrushes"
"8690","Spotted Ground-Thrush","Thrushes"
"8691","Black-eared Ground-Thrush","Thrushes"
"8692","Gray Ground-Thrush","Thrushes"
"8693","Crossley's Ground-Thrush","Thrushes"
"8694","Oberländer's Ground-Thrush","Thrushes"
"8695","Abyssinian Ground-Thrush","Thrushes"
"8696","Orange Ground-Thrush","Thrushes"
"8697","Spot-winged Thrush","Thrushes"
"8698","Ashy Thrush","Thrushes"
"8699","Buru Thrush","Thrushes"
"8700","Seram Thrush","Thrushes"
"8701","Chestnut-capped Thrush","Thrushes"
"8702","Enggano Thrush","Thrushes"
"8703","Chestnut-backed Thrush","Thrushes"
"8704","Orange-banded Thrush","Thrushes"
"8705","Slaty-backed Thrush","Thrushes"
"8706","Rusty-backed Thrush","Thrushes"
"8707","Red-and-black Thrush","Thrushes"
"8708","Orange-headed Thrush","Thrushes"
"8709","Chinese Thrush","Thrushes"
"8710","Groundscraper Thrush","Thrushes"
"8711","Mistle Thrush","Thrushes"
"8712","Song Thrush","Thrushes"
"8713","Abyssinian Thrush","Thrushes"
"8714","Taita Thrush","Thrushes"
"8715","Usambara Thrush","Thrushes"
"8716","Redwing","Thrushes"
"8717","Mountain Thrush","Thrushes"
"8718","Eurasian Blackbird","Thrushes"
"8719","Pale-breasted Thrush","Thrushes"
"8720","Cocoa Thrush","Thrushes"
"8721","Hauxwell's Thrush","Thrushes"
"8722","Yellow-legged Thrush","Thrushes"
"8723","Pale-vented Thrush","Thrushes"
"8724","White-throated Thrush","Thrushes"
"8725","White-necked Thrush","Thrushes"
"8726","Rufous-bellied Thrush","Thrushes"
"8727","Clay-colored Thrush","Thrushes"
"8728","Spectacled Thrush","Thrushes"
"8729","Ecuadorian Thrush","Thrushes"
"8730","Varzea Thrush","Thrushes"
"8731","Unicolored Thrush","Thrushes"
"8732","Somali Thrush","Thrushes"
"8733","Chinese Blackbird","Thrushes"
"8734","African Bare-eyed Thrush","Thrushes"
"8735","Kurrichane Thrush","Thrushes"
"8736","Comoro Thrush","Thrushes"
"8737","Yemen Thrush","Thrushes"
"8738","Olive Thrush","Thrushes"
"8739","Karoo Thrush","Thrushes"
"8740","Forest Thrush","Thrushes"
"8741","Pale-eyed Thrush","Thrushes"
"8742","White-eyed Thrush","Thrushes"
"8743","La Selle Thrush","Thrushes"
"8744","Black Thrush","Thrushes"
"8745","Sooty Thrush","Thrushes"
"8746","American Robin","Thrushes"
"8747","Rufous-backed Robin","Thrushes"
"8748","Rufous-collared Robin","Thrushes"
"8749","Austral Thrush","Thrushes"
"8750","Plumbeous-backed Thrush","Thrushes"
"8751","Blacksmith Thrush","Thrushes"
"8752","Lawrence's Thrush","Thrushes"
"8753","Pantepui Thrush","Thrushes"
"8754","Tristan Thrush","Thrushes"
"8755","Creamy-bellied Thrush","Thrushes"
"8756","Black-billed Thrush","Thrushes"
"8757","Campina Thrush","Thrushes"
"8758","Marañon Thrush","Thrushes"
"8759","Chestnut-bellied Thrush","Thrushes"
"8760","Black-hooded Thrush","Thrushes"
"8761","Great Thrush","Thrushes"
"8762","Chiguanco Thrush","Thrushes"
"8763","Andean Slaty Thrush","Thrushes"
"8764","Glossy-black Thrush","Thrushes"
"8765","Principe Thrush","Thrushes"
"8766","Sao Tome Thrush","Thrushes"
"8767","White-chinned Thrush","Thrushes"
"8768","Grand Cayman Thrush","Thrushes"
"8769","Red-legged Thrush","Thrushes"
"8770","African Thrush","Thrushes"
"8771","Taiwan Thrush","Thrushes"
"8772","Gray-winged Blackbird","Thrushes"
"8773","Indian Blackbird","Thrushes"
"8774","Japanese Thrush","Thrushes"
"8775","Gray-backed Thrush","Thrushes"
"8776","Tickell's Thrush","Thrushes"
"8777","Black-breasted Thrush","Thrushes"
"8778","Gray-sided Thrush","Thrushes"
"8779","Eyebrowed Thrush","Thrushes"
"8780","Brown-headed Thrush","Thrushes"
"8781","Izu Thrush","Thrushes"
"8782","Pale Thrush","Thrushes"
"8783","Island Thrush","Thrushes"
"8784","White-backed Thrush","Thrushes"
"8785","Tibetan Blackbird","Thrushes"
"8786","Fieldfare","Thrushes"
"8787","White-collared Blackbird","Thrushes"
"8788","Chestnut Thrush","Thrushes"
"8789","Ring Ouzel","Thrushes"
"8790","Black-throated Thrush","Thrushes"
"8791","Red-throated Thrush","Thrushes"
"8792","Dusky Thrush","Thrushes"
"8793","Naumann's Thrush","Thrushes"
"8794","Gray-streaked Flycatcher","Old World Flycatchers"
"8795","Dark-sided Flycatcher","Old World Flycatchers"
"8796","Ferruginous Flycatcher","Old World Flycatchers"
"8797","Asian Brown Flycatcher","Old World Flycatchers"
"8798","Ashy-breasted Flycatcher","Old World Flycatchers"
"8799","Sumba Brown Flycatcher","Old World Flycatchers"
"8800","Brown-breasted Flycatcher","Old World Flycatchers"
"8801","Sulawesi Brown Flycatcher","Old World Flycatchers"
"8802","Brown-streaked Flycatcher","Old World Flycatchers"
"8803","African Dusky Flycatcher","Old World Flycatchers"
"8804","Little Flycatcher","Old World Flycatchers"
"8805","Yellow-footed Flycatcher","Old World Flycatchers"
"8806","Spotted Flycatcher","Old World Flycatchers"
"8807","Gambaga Flycatcher","Old World Flycatchers"
"8808","Swamp Flycatcher","Old World Flycatchers"
"8809","Cassin's Flycatcher","Old World Flycatchers"
"8810","Böhm's Flycatcher","Old World Flycatchers"
"8811","Ussher's Flycatcher","Old World Flycatchers"
"8812","Sooty Flycatcher","Old World Flycatchers"
"8813","Dusky-blue Flycatcher","Old World Flycatchers"
"8814","Mariqua Flycatcher","Old World Flycatchers"
"8815","African Gray Flycatcher","Old World Flycatchers"
"8816","Pale Flycatcher","Old World Flycatchers"
"8817","Chat Flycatcher","Old World Flycatchers"
"8818","White-browed Forest-Flycatcher","Old World Flycatchers"
"8819","African Forest-Flycatcher","Old World Flycatchers"
"8820","Gray-throated Tit-Flycatcher","Old World Flycatchers"
"8821","Gray Tit-Flycatcher","Old World Flycatchers"
"8822","Olivaceous Flycatcher","Old World Flycatchers"
"8823","Chapin's Flycatcher","Old World Flycatchers"
"8824","Tessmann's Flycatcher","Old World Flycatchers"
"8825","Ashy Flycatcher","Old World Flycatchers"
"8826","Herero Chat","Old World Flycatchers"
"8827","Silverbird","Old World Flycatchers"
"8828","Fiscal Flycatcher","Old World Flycatchers"
"8829","Yellow-eyed Black-Flycatcher","Old World Flycatchers"
"8830","Nimba Flycatcher","Old World Flycatchers"
"8831","Northern Black-Flycatcher","Old World Flycatchers"
"8832","Southern Black-Flycatcher","Old World Flycatchers"
"8833","White-eyed Slaty-Flycatcher","Old World Flycatchers"
"8834","Angola Slaty-Flycatcher","Old World Flycatchers"
"8835","Abyssinian Slaty-Flycatcher","Old World Flycatchers"
"8836","Grand Comoro Flycatcher","Old World Flycatchers"
"8837","White-tailed Alethe","Old World Flycatchers"
"8838","Fire-crested Alethe","Old World Flycatchers"
"8839","Karoo Scrub-Robin","Old World Flycatchers"
"8840","Forest Scrub-Robin","Old World Flycatchers"
"8841","Brown Scrub-Robin","Old World Flycatchers"
"8842","Bearded Scrub-Robin","Old World Flycatchers"
"8843","Miombo Scrub-Robin","Old World Flycatchers"
"8844","Black Scrub-Robin","Old World Flycatchers"
"8845","Rufous-tailed Scrub-Robin","Old World Flycatchers"
"8846","Kalahari Scrub-Robin","Old World Flycatchers"
"8847","Brown-backed Scrub-Robin","Old World Flycatchers"
"8848","Red-backed Scrub-Robin","Old World Flycatchers"
"8849","Indian Robin","Old World Flycatchers"
"8850","Oriental Magpie-Robin","Old World Flycatchers"
"8851","Rufous-tailed Shama","Old World Flycatchers"
"8852","Madagascar Magpie-Robin","Old World Flycatchers"
"8853","Seychelles Magpie-Robin","Old World Flycatchers"
"8854","Philippine Magpie-Robin","Old World Flycatchers"
"8855","White-rumped Shama","Old World Flycatchers"
"8856","Andaman Shama","Old World Flycatchers"
"8857","White-browed Shama","Old World Flycatchers"
"8858","Visayan Shama","Old World Flycatchers"
"8859","White-vented Shama","Old World Flycatchers"
"8860","Black Shama","Old World Flycatchers"
"8861","White-gorgeted Flycatcher","Old World Flycatchers"
"8862","Rufous-browed Flycatcher","Old World Flycatchers"
"8863","Nilgiri Sholakili","Old World Flycatchers"
"8864","White-bellied Sholakili","Old World Flycatchers"
"8865","Matinan Flycatcher","Old World Flycatchers"
"8866","Blue-fronted Flycatcher","Old World Flycatchers"
"8867","Timor Blue Flycatcher","Old World Flycatchers"
